epoch:0, train_loss:0.0749, val_loss:0.0713, train_F1:0.9345, val_F1:0.9359, train_prec:0.8995, val_prec:0.9084, train_recall:0.9723, val_recall:0.9650, train_auc:0.7927, val_auc:0.8240, train_pr:0.9611, val_pr:0.9685, train_specificity:0.7890, val_specificity:0.7066
epoch:93, train_loss:0.0524, val_loss:0.0623, train_F1:0.9522, val_F1:0.9435, train_prec:0.9295, val_prec:0.9195, train_recall:0.9760, val_recall:0.9689, train_auc:0.9138, val_auc:0.8690, train_pr:0.9862, val_pr:0.9775, train_specificity:0.5375, val_specificity:0.6165
epoch:94, train_loss:0.0526, val_loss:0.0630, train_F1:0.9521, val_F1:0.9427, train_prec:0.9290, val_prec:0.9196, train_recall:0.9765, val_recall:0.9670, train_auc:0.9122, val_auc:0.8692, train_pr:0.9858, val_pr:0.9776, train_specificity:0.5422, val_specificity:0.6140
epoch:95, train_loss:0.0519, val_loss:0.0633, train_F1:0.9525, val_F1:0.9423, train_prec:0.9297, val_prec:0.9172, train_recall:0.9765, val_recall:0.9689, train_auc:0.9136, val_auc:0.8685, train_pr:0.9860, val_pr:0.9775, train_specificity:0.5364, val_specificity:0.6355
epoch:96, train_loss:0.0523, val_loss:0.0626, train_F1:0.9523, val_F1:0.9422, train_prec:0.9299, val_prec:0.9188, train_recall:0.9758, val_recall:0.9669, train_auc:0.9128, val_auc:0.8695, train_pr:0.9859, val_pr:0.9778, train_specificity:0.5340, val_specificity:0.6211
epoch:97, train_loss:0.0520, val_loss:0.0630, train_F1:0.9523, val_F1:0.9419, train_prec:0.9296, val_prec:0.9216, train_recall:0.9762, val_recall:0.9631, train_auc:0.9130, val_auc:0.8696, train_pr:0.9860, val_pr:0.9780, train_specificity:0.5372, val_specificity:0.5955
epoch:98, train_loss:0.0526, val_loss:0.0633, train_F1:0.9521, val_F1:0.9421, train_prec:0.9298, val_prec:0.9198, train_recall:0.9756, val_recall:0.9655, train_auc:0.9115, val_auc:0.8677, train_pr:0.9856, val_pr:0.9773, train_specificity:0.5353, val_specificity:0.6112
epoch:99, train_loss:0.0524, val_loss:0.0625, train_F1:0.9517, val_F1:0.9427, train_prec:0.9293, val_prec:0.9193, train_recall:0.9753, val_recall:0.9673, train_auc:0.9130, val_auc:0.8709, train_pr:0.9859, val_pr:0.9780, train_specificity:0.5387, val_specificity:0.6169
epoch:100, train_loss:0.0523, val_loss:0.0641, train_F1:0.9523, val_F1:0.9425, train_prec:0.9296, val_prec:0.9199, train_recall:0.9761, val_recall:0.9661, train_auc:0.9131, val_auc:0.8650, train_pr:0.9859, val_pr:0.9766, train_specificity:0.5369, val_specificity:0.6107
epoch:101, train_loss:0.0523, val_loss:0.0627, train_F1:0.9526, val_F1:0.9422, train_prec:0.9302, val_prec:0.9200, train_recall:0.9760, val_recall:0.9655, train_auc:0.9139, val_auc:0.8684, train_pr:0.9861, val_pr:0.9772, train_specificity:0.5315, val_specificity:0.6095
epoch:102, train_loss:0.0523, val_loss:0.0633, train_F1:0.9524, val_F1:0.9434, train_prec:0.9297, val_prec:0.9195, train_recall:0.9762, val_recall:0.9686, train_auc:0.9126, val_auc:0.8681, train_pr:0.9858, val_pr:0.9775, train_specificity:0.5358, val_specificity:0.6157
epoch:103, train_loss:0.0522, val_loss:0.0636, train_F1:0.9526, val_F1:0.9427, train_prec:0.9303, val_prec:0.9193, train_recall:0.9760, val_recall:0.9672, train_auc:0.9137, val_auc:0.8660, train_pr:0.9861, val_pr:0.9769, train_specificity:0.5308, val_specificity:0.6169
epoch:104, train_loss:0.0519, val_loss:0.0628, train_F1:0.9531, val_F1:0.9442, train_prec:0.9308, val_prec:0.9213, train_recall:0.9765, val_recall:0.9681, train_auc:0.9141, val_auc:0.8691, train_pr:0.9858, val_pr:0.9776, train_specificity:0.5275, val_specificity:0.6004
epoch:105, train_loss:0.0520, val_loss:0.0624, train_F1:0.9530, val_F1:0.9442, train_prec:0.9308, val_prec:0.9186, train_recall:0.9764, val_recall:0.9713, train_auc:0.9141, val_auc:0.8696, train_pr:0.9861, val_pr:0.9773, train_specificity:0.5275, val_specificity:0.6256
epoch:106, train_loss:0.0523, val_loss:0.0633, train_F1:0.9524, val_F1:0.9433, train_prec:0.9295, val_prec:0.9187, train_recall:0.9764, val_recall:0.9693, train_auc:0.9131, val_auc:0.8689, train_pr:0.9859, val_pr:0.9780, train_specificity:0.5378, val_specificity:0.6227
epoch:107, train_loss:0.0523, val_loss:0.0637, train_F1:0.9525, val_F1:0.9422, train_prec:0.9304, val_prec:0.9186, train_recall:0.9757, val_recall:0.9670, train_auc:0.9120, val_auc:0.8634, train_pr:0.9856, val_pr:0.9764, train_specificity:0.5302, val_specificity:0.6223
epoch:108, train_loss:0.0517, val_loss:0.0629, train_F1:0.9532, val_F1:0.9432, train_prec:0.9303, val_prec:0.9176, train_recall:0.9773, val_recall:0.9703, train_auc:0.9142, val_auc:0.8689, train_pr:0.9861, val_pr:0.9776, train_specificity:0.5319, val_specificity:0.6326
epoch:109, train_loss:0.0518, val_loss:0.0625, train_F1:0.9531, val_F1:0.9431, train_prec:0.9306, val_prec:0.9211, train_recall:0.9766, val_recall:0.9661, train_auc:0.9140, val_auc:0.8709, train_pr:0.9860, val_pr:0.9779, train_specificity:0.5288, val_specificity:0.6008
epoch:110, train_loss:0.0519, val_loss:0.0632, train_F1:0.9530, val_F1:0.9440, train_prec:0.9305, val_prec:0.9184, train_recall:0.9766, val_recall:0.9712, train_auc:0.9136, val_auc:0.8684, train_pr:0.9861, val_pr:0.9772, train_specificity:0.5296, val_specificity:0.6273
epoch:111, train_loss:0.0522, val_loss:0.0628, train_F1:0.9521, val_F1:0.9438, train_prec:0.9293, val_prec:0.9174, train_recall:0.9760, val_recall:0.9718, train_auc:0.9137, val_auc:0.8684, train_pr:0.9860, val_pr:0.9773, train_specificity:0.5396, val_specificity:0.6360
epoch:112, train_loss:0.0516, val_loss:0.0629, train_F1:0.9532, val_F1:0.9415, train_prec:0.9307, val_prec:0.9193, train_recall:0.9769, val_recall:0.9647, train_auc:0.9156, val_auc:0.8670, train_pr:0.9863, val_pr:0.9778, train_specificity:0.5284, val_specificity:0.6149
epoch:113, train_loss:0.0517, val_loss:0.0634, train_F1:0.9533, val_F1:0.9421, train_prec:0.9306, val_prec:0.9189, train_recall:0.9772, val_recall:0.9666, train_auc:0.9156, val_auc:0.8676, train_pr:0.9864, val_pr:0.9771, train_specificity:0.5289, val_specificity:0.6198
epoch:114, train_loss:0.0517, val_loss:0.0634, train_F1:0.9531, val_F1:0.9426, train_prec:0.9306, val_prec:0.9204, train_recall:0.9767, val_recall:0.9660, train_auc:0.9147, val_auc:0.8673, train_pr:0.9861, val_pr:0.9769, train_specificity:0.5288, val_specificity:0.6070
epoch:115, train_loss:0.0518, val_loss:0.0638, train_F1:0.9524, val_F1:0.9439, train_prec:0.9299, val_prec:0.9190, train_recall:0.9759, val_recall:0.9701, train_auc:0.9149, val_auc:0.8657, train_pr:0.9863, val_pr:0.9767, train_specificity:0.5340, val_specificity:0.6211
epoch:116, train_loss:0.0515, val_loss:0.0634, train_F1:0.9525, val_F1:0.9431, train_prec:0.9299, val_prec:0.9177, train_recall:0.9763, val_recall:0.9700, train_auc:0.9157, val_auc:0.8696, train_pr:0.9864, val_pr:0.9777, train_specificity:0.5344, val_specificity:0.6318
epoch:117, train_loss:0.0516, val_loss:0.0632, train_F1:0.9529, val_F1:0.9427, train_prec:0.9301, val_prec:0.9179, train_recall:0.9769, val_recall:0.9689, train_auc:0.9149, val_auc:0.8688, train_pr:0.9862, val_pr:0.9777, train_specificity:0.5332, val_specificity:0.6298
epoch:118, train_loss:0.0514, val_loss:0.0636, train_F1:0.9531, val_F1:0.9418, train_prec:0.9306, val_prec:0.9194, train_recall:0.9768, val_recall:0.9652, train_auc:0.9161, val_auc:0.8667, train_pr:0.9865, val_pr:0.9770, train_specificity:0.5292, val_specificity:0.6145
epoch:119, train_loss:0.0518, val_loss:0.0642, train_F1:0.9526, val_F1:0.9441, train_prec:0.9305, val_prec:0.9161, train_recall:0.9759, val_recall:0.9738, train_auc:0.9140, val_auc:0.8644, train_pr:0.9861, val_pr:0.9766, train_specificity:0.5292, val_specificity:0.6475
epoch:120, train_loss:0.0515, val_loss:0.0641, train_F1:0.9524, val_F1:0.9424, train_prec:0.9299, val_prec:0.9205, train_recall:0.9759, val_recall:0.9654, train_auc:0.9154, val_auc:0.8638, train_pr:0.9864, val_pr:0.9762, train_specificity:0.5339, val_specificity:0.6054
epoch:121, train_loss:0.0513, val_loss:0.0639, train_F1:0.9532, val_F1:0.9421, train_prec:0.9311, val_prec:0.9158, train_recall:0.9765, val_recall:0.9700, train_auc:0.9167, val_auc:0.8659, train_pr:0.9865, val_pr:0.9771, train_specificity:0.5252, val_specificity:0.6479
epoch:122, train_loss:0.0514, val_loss:0.0635, train_F1:0.9529, val_F1:0.9425, train_prec:0.9308, val_prec:0.9197, train_recall:0.9760, val_recall:0.9665, train_auc:0.9161, val_auc:0.8656, train_pr:0.9864, val_pr:0.9769, train_specificity:0.5268, val_specificity:0.6128
